Condition,Price,Mileage,Model_Year,Make,Model,Type,OBO,Seller_Status,Vehicle_Tile
Used,7500,18926,2009.0,Harley-Davidson,Other,Other,False,dealer,Clear
Used,9000,3050,2012.0,Harley-Davidson,Dyna,Standard,False,private seller,Clear
Used,7655,3448,1977.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,10995,37244,1984.0,Harley-Davidson,Other,Cruiser,True,dealer,Clear
Used,8750,39354,2013.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,7200,11461,2011.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,4995,47000,1997.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,5000,28000,1999.0,Harley-Davidson,Sportster,Sport Touring,False,private seller,Clear
Used,7500,18926,2009.0,Harley-Davidson,Other,Other,False,dealer,Clear
Used,7600,14000,2010.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,6100,11906,2011.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,7655,3448,1977.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,8750,39354,2013.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,10995,17238,2016.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,18288,3536,2015.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,1,22005,1993.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Clear
Used,17995,7687,2015.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,7600,14000,2010.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,6100,11906,2011.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,6000,93693,1984.0,Harley-Davidson,Other,Other,True,private seller,Clear
Used,6000,93693,1984.0,Harley-Davidson,Other,Other,True,private seller,Clear
Used,17750,1949,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,7500,150,1967.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,34800,348,2015.0,Harley-Davidson,Other,Other,True,dealer,Clear
Used,7950,5917,2012.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,32599,1000,2015.0,Harley-Davidson,Other,Touring,True,private seller,Clear
Used,5500,49436,2000.0,Harley-Davidson,Dyna,Other,False,private seller,Clear
Used,6500,12000,1993.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,10000,22132,2002.0,Harley-Davidson,V-ROD,Touring,False,private seller,Clear
New,32000,2700,2010.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,5000,5052,2001.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,5500,49436,2000.0,Harley-Davidson,Dyna,Other,False,private seller,Clear
Used,33995,6349,2015.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,35995,108,2016.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,29900,1500,1991.0,Harley-Davidson,Other,Standard,False,private seller,Clear
Used,30977,782,2015.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,9990,6888,2012.0,Harley-Davidson,V-ROD,Cruiser,True,dealer,Clear
Used,19977,969,2016.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,8995,7310,2011.0,Harley-Davidson,V-ROD,Sport Bike,True,dealer,Clear
Used,14099,2902,2014.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,9999,20000,2003.0,Harley-Davidson,V-ROD,Cruiser,True,private seller,Clear
Used,15500,32700,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,30000,5749,1983.0,Harley-Davidson,Other,Standard,True,private seller,Clear
Used,37500,7600,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,22499,18104,2016.0,Harley-Davidson,Touring,Standard,False,dealer,Clear
Used,26995,17528,2013.0,Harley-Davidson,Other,Sport Touring,True,dealer,Clear
Used,20900,610,2015.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,10210,6600,2012.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,810,29762,2011.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,29500,2382,2009.0,Harley-Davidson,Other,Touring,True,owner,Clear
Used,3500,66000,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,9999,20000,2003.0,Harley-Davidson,V-ROD,Cruiser,True,private seller,Clear
Used,13000,19887,2011.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,15500,32700,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,30000,5749,1983.0,Harley-Davidson,Other,Standard,True,private seller,Clear
Used,37500,7600,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,22499,18104,2016.0,Harley-Davidson,Touring,Standard,False,dealer,Clear
Used,26995,17528,2013.0,Harley-Davidson,Other,Sport Touring,True,dealer,Clear
Used,20900,610,2015.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,22499,18104,2016.0,Harley-Davidson,Touring,Standard,False,dealer,Clear
Used,5655,3344,2012.0,Harley-Davidson,Sportster,Sport Bike,False,dealer,Clear
Used,26995,17528,2013.0,Harley-Davidson,Other,Sport Touring,True,dealer,Clear
Used,20900,610,2015.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,10210,6600,2012.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,810,29762,2011.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,29500,2382,2009.0,Harley-Davidson,Other,Touring,True,owner,Clear
Used,8250,42875,1990.0,Harley-Davidson,Other,Sport Bike,True,private seller,Clear
Used,11000,1167,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12500,5900,2009.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
New,32980,500,2016.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,17999,31000,2001.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,10000,20977,1980.0,Harley-Davidson,Other,Other,False,owner,Clear
Used,8250,42875,1990.0,Harley-Davidson,Other,Sport Bike,True,private seller,Clear
Used,5300,3959,2007.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,20248,8114,2014.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,4000,1500,2016.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,6100,3491,2015.0,Harley-Davidson,Touring,Gasoline,False,dealer,Clear
Used,100,16252,1998.0,Harley-Davidson,Softail,Other,False,dealer,Clear
Used,16750,23865,2008.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,7900,42249,2011.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,100,16252,1998.0,Harley-Davidson,Softail,Other,False,dealer,Clear
Used,7900,42249,2011.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,19500,7612,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5600,7732,2007.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,19988,49734,2014.0,Harley-Davidson,Touring,Cruiser,False,dealer,Clear
Used,14000,1085,2014.0,Harley-Davidson,Other,Gasoline,True,private seller,Clear
Used,7500,23352,2002.0,Harley-Davidson,V-ROD,Sport Bike,False,private seller,Clear
Used,5900,7186,2002.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,13500,6000,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5000,4393,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,14800,14662,2008.0,Harley-Davidson,Other,Other,True,dealer,Clear
Used,5900,14016,2009.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8500,280,2014.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,5600,7732,2007.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,17200,25000,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,4249,49731,2011.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,15100,1340,1943.0,Harley-Davidson,Other,Other,True,private seller,Clear
Used,7500,23352,2002.0,Harley-Davidson,V-ROD,Sport Bike,False,private seller,Clear
Used,6995,22452,1998.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5900,7186,2002.0,Harley-Davidson,V-ROD,Cruiser,False,private seller,Clear
Used,8300,23100,2006.0,Harley-Davidson,Touring,Other,True,owner,Clear
Used,5000,4393,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,5000,4393,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,24500,18000,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,14800,14662,2008.0,Harley-Davidson,Other,Other,True,dealer,Clear
Used,5900,14016,2009.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,21995,8442,2015.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,21995,8442,2015.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,17000,12000,2011.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,17200,25000,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,21648,1309,2016.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,16995,7739,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,13500,14000,2012.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,12000,12398,2013.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,10991,2588,2004.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,26995,7657,2013.0,Harley-Davidson,Other,Touring,True,dealer,Clear
New,13000,1248,2014.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,1999,22134,2003.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,1903,28386,1993.0,Harley-Davidson,Other,Standard,False,private seller,Clear
Used,9500,34701,1985.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,10148,77851,2007.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
New,500,19875,2008.0,Harley-Davidson,Touring,Gasoline,False,dealer,Clear
Used,23748,2204,2016.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,12000,500,2004.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,26995,7657,2013.0,Harley-Davidson,Other,Touring,True,dealer,Clear
Used,1999,22134,2003.0,Harley-Davidson,Sportster,Other,False,private seller,Clear
Used,10148,77851,2007.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
New,500,19875,2008.0,Harley-Davidson,Touring,Gasoline,False,dealer,Clear
Used,23748,2204,2016.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,14977,59115,2013.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,17588,459,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6950,29400,2000.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,15248,49823,2013.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,15248,49823,2013.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,17992,3025,2016.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,14000,17500,2009.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,4999,19133,2009.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,3500,2746,2009.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,15977,1223,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10000,9295,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6000,13850,2000.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,510,3149,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,15900,1400,2013.0,Harley-Davidson,Softail,Touring,True,private seller,Clear
Used,14792,1475,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5100,6204,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6200,15022,2009.0,Harley-Davidson,Softail,Standard,False,dealer,Clear
Used,6000,13850,2000.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6200,15022,2009.0,Harley-Davidson,Softail,Standard,False,dealer,Clear
Used,6000,13850,2000.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,2025,14222,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,31995,56158,1958.0,Harley-Davidson,Other,Touring,True,private seller,Clear
Used,500,7465,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,12995,8824,1997.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,7760,6893,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6260,26640,1999.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18992,2770,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16995,27967,2008.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,6997,18409,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5235,1176,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13977,12037,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7000,11616,2009.0,Harley-Davidson,Dyna,Cruiser,False,ricky,Clear
Used,16460,314,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7000,11000,2009.0,Harley-Davidson,Dyna,Other,True,private seller,Clear
Used,8450,8137,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16995,27967,2008.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,6997,18409,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,3805,22264,2001.0,Harley-Davidson,Softail,Standard,False,dealer,Clear
Used,5235,1176,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13977,12037,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13977,12037,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9000,9880,2007.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,11991,1584,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7000,11000,2009.0,Harley-Davidson,Dyna,Other,True,private seller,Clear
Used,9999,54789,2008.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,14991,1350,2015.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,6490,14646,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12875,10000,2012.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,12875,10000,2012.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,7995,46000,2010.0,Harley-Davidson,Softail,Touring,True,private seller,Clear
Used,500,756,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,4700,9320,2009.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,5888,13267,2011.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,3249,8799,2014.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,7450,16902,2009.0,Harley-Davidson,Dyna,Cruiser,True,private seller,Clear
Used,22000,2074,2015.0,Harley-Davidson,Softail,Gasoline,True,dealer,Clear
Used,9791,14320,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14980,3096,2016.0,Harley-Davidson,Softail,Gasoline,True,dealer,Clear
Used,4948,40213,2007.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,9791,14320,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,2325,30235,2005.0,Harley-Davidson,Softail,Standard,False,dealer,Clear
Used,10877,7239,2012.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,2763,6702,2001.0,Harley-Davidson,Softail,Standard,False,dealer,Clear
Used,14997,1410,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6300,9410,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,6300,9410,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,9990,40910,2011.0,Harley-Davidson,Softail,Gasoline,True,dealer,Clear
Used,13995,10375,2005.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,14588,517,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,8500,10100,2004.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,10950,32002,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9990,40910,2011.0,Harley-Davidson,Softail,Gasoline,True,dealer,Clear
Used,15792,2609,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13995,10375,2005.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,18799,11975,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6648,5603,2013.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,6648,5603,2013.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,6495,3245,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9260,7731,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15697,3171,2016.0,Harley-Davidson,Softail,Gasoline,True,dealer,Clear
Used,250,1288,2016.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,9991,8545,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13992,196,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11000,17900,2010.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,4600,3304,2016.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,12100,1469,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11200,6785,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11875,7901,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11798,693,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6969,1267,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,29995,4750,2016.0,Harley-Davidson,Other,Other,True,private seller,Clear
Used,15697,3171,2016.0,Harley-Davidson,Softail,Gasoline,True,dealer,Clear
Used,12896,4153,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,510,12592,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13300,411,2016.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,11960,1927,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,102,2931,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,11000,17900,2010.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,11470,5614,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10370,33005,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8670,37105,2010.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6677,29114,2003.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,20300,5833,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,5492,22474,2004.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,7400,5105,2015.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,3263,37264,1997.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,8900,16639,2014.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,18349,9942,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6960,40753,2004.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,3650,539,2016.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,4470,40518,1999.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6470,20104,2005.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,9750,7000,1979.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,17100,4686,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13750,1399,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4050,22523,2001.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,14199,4043,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,250,1544,2011.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,8697,232,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8750,21618,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,250,1544,2011.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,10995,2680,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,15261,11654,2012.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,5700,7040,2003.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,10448,12276,2013.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Clear
Used,4470,1154,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12800,5416,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,4791,1863,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4791,1863,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8750,8975,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5896,8935,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12897,31030,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8990,8013,1975.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19996,7030,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,9306,2004.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,25299,8419,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5100,4680,2017.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,12660,2541,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4050,42706,2007.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,7450,556,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8990,8013,1975.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19996,7030,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,25299,8419,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5100,4680,2017.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,12660,2541,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4050,42706,2007.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,7450,556,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5470,23686,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5470,23686,2008.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5350,3363,2015.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,3760,24851,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,100,1339,2017.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,500,15169,2015.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,19577,16922,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,15895,5244,2007.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,14166,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,100,656,2014.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,5770,2859,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,11999,14985,2001.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,18975,4604,2015.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,11901,3353,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,30960,5439,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,4490,59674,1987.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,3490,19449,2000.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,3490,19449,2000.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18349,15644,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,305,2411,2016.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,4550,4123,2011.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,6491,81566,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,32165,1995.0,Harley-Davidson,Touring,Cruiser,False,dealer,Clear
Used,500,2215,2016.0,Harley-Davidson,Touring,Other,False,dealer,Clear
Used,1580,36519,2006.0,Harley-Davidson,Other,Touring,False,dealer,Clear
Used,2900,80556,2005.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,20660,1618,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8970,44025,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,20360,3778,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,10992,3373,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,19000,200,2016.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,5760,27482,1987.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,13495,908,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,5600,1717,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,10995,16357,2009.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,610,6952,2016.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,12992,12155,2011.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,21870,3081,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,500,12698,2014.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Clear
Used,2025,1625,2017.0,Harley-Davidson,Other,Cruiser,False,dealer,Clear
Used,12490,1087,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,8295,18283,2006.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16460,613,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,20560,5830,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,18977,2908,2014.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,18489,1101,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,250,14417,2005.0,Harley-Davidson,Other,Standard,False,dealer,Clear
Used,26964,19219,2014.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,100,3185,2016.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,14997,2089,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,20981,4163,2016.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,6100,791,2016.0,Harley-Davidson,Sportster,Standard,False,dealer,Clear
Used,11995,14718,2012.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,16980,18404,2015.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,17497,3299,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,14995,18517,2013.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
Used,12488,53467,2006.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,13100,5838,2012.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,7996,482,2017.0,Harley-Davidson,Other,Gasoline,True,dealer,Clear
